100;-0.002789974
100;-0.0001604557
100;-0.0001723766
100;-0.0001773834
100;-0.0001773834
100;-0.0003349781
100;-0.0004034042
100;-0.0003407001
100;-0.0002627373
100;-0.000241518
100;-0.0001671314
100;-0.0001871586
100;-0.0002560616
100;-0.0001661777
100;-0.0002524853
100;-0.0001857281
100;-0.0001688004
100;-0.0001745224
100;-0.0001730919
100;-0.0002334118
100;-0.0002706051
100;-0.0002827644
100;-0.0001554489
100;-0.0001795292
100;-0.000164032
100;-0.0001692772
100;-0.000174284
100;-0.0001778603
100;-0.000171423
100;-0.0002484322
100;-0.0002365112
100;-0.0001747608
100;-0.0001840591
100;-0.0003492832
100;-0.0001683235
100;-0.000194788
100;-0.0001852512
100;-0.0003068447
100;-0.0003647804
100;-0.0001628399
100;-0.000241518
100;-0.0003261566
100;-0.0002384186
100;-0.0001764297
100;-0.0001673698
100;-0.0002713203
100;-0.0001657009
100;-0.0002353191
100;-0.0002026558
100;-0.0001678467
100;-0.000161171
100;-0.000231266
100;-0.000166893
100;-0.0002408028
100;-0.0001592636
100;-0.0001683235
100;-0.0001630783
100;-0.0002338886
100;-0.000184536
100;-0.0001745224
100;-0.0002622604
100;-0.0001773834
100;-0.0002110004
100;-0.0001893044
100;-0.0002450943
100;-0.0002071857
100;-0.0002105236
100;-0.0002319813
100;-0.0002014637
100;-0.0002362728
100;-0.0001604557
100;-0.0001797676
100;-0.0001628399
100;-0.0002436638
100;-0.0001573563
100;-0.0001723766
100;-0.0001633167
100;-0.000161171
100;-0.0001678467
100;-0.0001642704
100;-0.0001981258
100;-0.000248909
100;-0.0003685951
100;-0.0001766682
100;-0.0001676083
100;-0.0003323555
100;-0.0002582073
100;-0.000232935
100;-0.0001730919
100;-0.0001683235
100;-0.0003318787
100;-0.0001885891
100;-0.0001678467
100;-0.0001738071
100;-0.0002360344
100;-0.0001707077
100;-0.0001783371
100;-0.0002505779
100;-0.0001835823
100;-0.0001759529
100;-0.0001769066
100;-0.0001959801
100;-0.0003330708
100;-0.0001699924
100;-0.0002536774
100;-0.0001735687
100;-0.0002696514
100;-0.0001792908
100;-0.0001718998
100;-0.0001764297
100;-0.0001766682
100;-0.0001974106
100;-0.0001764297
100;-0.0002677441
100;-0.0001888275
100;-0.0001995564
100;-0.0002100468
100;-0.0001738071
100;-0.0001790524
100;-0.0003597736
100;-0.0001757145
100;-0.0002036095
100;-0.000235796
100;-0.0001988411
100;-0.0002529621
100;-0.0001726151
100;-0.0002470016
100;-0.0001773834
100;-0.0002150536
100;-0.0001759529
100;-0.0001783371
100;-0.0002434254
100;-0.0001857281
100;-0.0001780987
100;-0.0001745224
100;-0.0001971722
100;-0.0002706051
100;-0.0002434254
100;-0.0001754761
100;-0.0001924038
100;-0.0001814365
100;-0.000234127
100;-0.000202179
100;-0.0001823902
100;-0.0003602505
100;-0.0002253056
100;-0.0001754761
100;-0.000177145
100;-0.0002393723
100;-0.0001761913
100;-0.0001790524
100;-0.000223875
100;-0.0001747608
100;-0.0002536774
100;-0.0001807213
100;-0.0001778603
100;-0.0002446175
100;-0.0001759529
100;-0.0001842976
100;-0.0001761913
100;-0.0001788139
100;-0.0002565384
100;-0.0001749992
100;-0.0001759529
100;-0.0001752377
100;-0.0001850128
100;-0.0002353191
100;-0.0002090931
100;-0.0001752377
100;-0.0001809597
100;-0.0001780987
100;-0.0001728535
100;-0.0001833439
100;-0.000174284
100;-0.0001726151
100;-0.0001926422
100;-0.0002317429
100;-0.0003509521
100;-0.0002465248
100;-0.0001757145
100;-0.0002102852
100;-0.0001783371
100;-0.0001761913
100;-0.0002002716
100;-0.0001728535
100;-0.0002138615
100;-0.0001752377
100;-0.0001752377
100;-0.0001730919
100;-0.000180006
100;-0.0002017021
100;-0.0002362728
100;-0.0002231598
100;-0.0001950264
100;-0.0003936291
100;-0.0002372265
100;-0.0001685619
100;-0.0001900196
100;-0.0001795292
100;-0.0001733303
100;-0.0001795292
100;-0.000191927
100;-0.0001702309
100;-0.0001707077
100;-0.0001730919
100;-0.0001749992
100;-0.0001690388
100;-0.000232935
100;-0.0001721382
100;-0.0001676083
100;-0.0001733303
100;-0.0002975464
100;-0.0001842976
100;-0.0002498627
100;-0.0001761913
100;-0.0001661777
100;-0.0002117157
100;-0.0003356934
100;-0.0001659393
100;-0.000241518
100;-0.0001809597
100;-0.0002617836
100;-0.0001814365
100;-0.0001740456
100;-0.0001652241
100;-0.0002434254
100;-0.000169754
100;-0.0002753735
100;-0.0001707077
100;-0.0001809597
100;-0.0001821518
100;-0.0001738071
100;-0.0002348423
100;-0.0001711845
100;-0.0001718998
100;-0.0001635551
100;-0.0001790524
100;-0.000243187
100;-0.000161171
100;-0.000243187
100;-0.0002393723
100;-0.0002372265
100;-0.0002486706
100;-0.0001673698
100;-0.0001969337
100;-0.0001707077
100;-0.0001776218
100;-0.0001673698
100;-0.0002477169
100;-0.0001721382
100;-0.0002567768
100;-0.0001699924
100;-0.0001773834
100;-0.0001711845
100;-0.0003225803
100;-0.0001685619
100;-0.0002584457
100;-0.0001702309
100;-0.0002393723
100;-0.0001778603
100;-0.0002377033
100;-0.000244379
